SN,Actual IP Delay (ms),Predicted IP Delay (ms),Absolute Difference (ms)
7559,20.884990692138672,20.80749987044328,0.07749082169539179
7560,20.893096923828125,20.797784577098355,0.09531234672977007
7561,20.7509994506836,20.782979714113026,0.03198026342942484
7562,20.73812484741211,20.74380584690516,0.005680999493051786
7563,20.672082901000977,20.684023009835073,0.011940108834096463
7564,20.60103416442871,20.601022404662217,1.1759766493923962e-05
7565,20.520925521850582,20.576442926994787,0.055517405144204446
7566,20.45893669128418,20.503750828538614,0.04481413725443417
7567,20.389080047607425,20.437926934391726,0.04884688678430038
7568,20.30491828918457,20.370677317259833,0.0657590280752629
7569,20.30801773071289,20.293603818572592,0.014413912140298635
7570,20.255088806152344,20.256013529433403,0.0009247232810594141
7571,20.153045654296875,20.205773719226272,0.05272806492939708
7572,20.115137100219727,20.12710457711364,0.011967476893914863
7573,20.05314826965332,20.070565980404353,0.017417710751033155
7574,19.989967346191406,20.014925247323845,0.024957901132438565
7575,19.913911819458008,19.952962267325347,0.039050447867339244
7576,19.871950149536133,19.883539210240997,0.011589060704864096
7577,19.782066345214844,19.82857346683886,0.0465071216240176
7578,19.71006393432617,19.75619841914522,0.0461344848190528
7579,19.720792770385746,19.685274565745203,0.03551820464054245
7580,19.610166549682617,19.65338884429002,0.043222294607403455
7581,19.634008407592773,19.580321044031734,0.05368736356103909
7582,19.54793930053711,19.549647555777483,0.0017082552403735463
7583,19.50216293334961,19.49226371380064,0.009899219548969995
7584,19.41704750061035,19.43948716234445,0.02243966173409717
7585,19.34599876403809,19.371732475974568,0.025733711936478443
7586,19.28591728210449,19.307038033275603,0.02112075117111445
7587,19.217967987060547,19.24469700543341,0.0267290183728619
7588,19.14501190185547,19.18018186734116,0.035169965485692956
7589,19.08087730407715,19.111972048904136,0.031094744826987153
7590,18.9969539642334,19.042897546569293,0.04594358233589446
7591,19.00911331176757,18.969196315083536,0.0399169966840347
7592,18.85294914245605,18.93380409933343,0.08085495687737776
7593,18.863916397094727,18.839039603790297,0.024876793304429157
7594,18.78499984741211,18.792820238559216,0.00782039114710642
7595,18.707990646362305,18.732011511019664,0.024020864657359198
7596,18.665075302124023,18.66213164612418,0.002943655999843031
7597,18.58711242675781,18.60388865020468,0.016776223446871796
7598,18.537044525146484,18.537578120003673,0.0005335948571882909
7599,18.45693588256836,18.47798480957863,0.021048927010269836
7600,18.372058868408203,18.407513909778572,0.035455041370369145
7601,18.30697059631348,18.332854487880468,0.02588389156698767
7602,18.27096939086914,18.260225732547042,0.010743658322098781
7603,18.192052841186523,18.208408209375193,0.016355368188669672
7604,18.11981201171875,18.139499270546366,0.01968725882761646
7605,18.110990524291992,18.066540226072902,0.044450298219089746
7606,17.971038818359375,18.024686006356205,0.053647187996830326
7607,17.98105239868164,17.934478864162884,0.04657353451875679
7608,17.89116859436035,17.89157814232567,0.00040954796531877946
7609,17.858028411865234,17.826410804673287,0.03161760719194717
7610,17.78388023376465,17.77425327304627,0.009626960718378541
7611,17.6999568939209,17.70968836535758,0.009731471436680295
7612,17.625093460083008,17.63769773333479,0.012604273251781706
7613,17.58599281311035,17.564621721930962,0.021371091179389623
7614,17.49706268310547,17.50994068743239,0.012878004326921655
7615,17.40884780883789,17.43819471403185,0.029346905193960993
7616,17.358064651489258,17.35557944618904,0.0024852053002177854
7617,17.306804656982422,17.291106117909294,0.015698539073127904
7618,17.24386215209961,17.231863456913743,0.011998695185866382
7619,17.235994338989258,17.167962478993104,0.0680318599961538
7620,17.080068588256836,17.126990706060496,0.04692211780366051
7621,17.06409454345703,17.029267265570525,0.034827277886506636
7622,17.00901985168457,16.971168132272396,0.037851719412174134
7623,16.92485809326172,16.918022833351642,0.0068352599100762745
7624,16.88098907470703,16.850868649839867,0.03012042486716382
7625,16.7849063873291,16.79430617377875,0.009399786449648673
7626,16.7539119720459,16.734150567458528,0.019761404587370635
7627,16.666173934936523,16.686245990285897,0.02007205534937384
7628,16.591787338256836,16.621709151309005,0.029921813052169455
